IBGE,UF,Município,Tipologia IBGE
290750,BA,CATU,Urbano
290755,BA,CATURAMA,Rural Remoto
290760,BA,CENTRAL,Rural Adjacente
290770,BA,CHORROCHÓ,Rural Remoto
290780,BA,CÍCERO DANTAS,Intermediário Adjacente
290790,BA,CIPÓ,Intermediário Adjacente
290800,BA,COARACI,Urbano
290810,BA,COCOS,Rural Remoto
290820,BA,CONCEIÇÃO DA FEIRA,Intermediário Adjacente
290830,BA,CONCEIÇÃO DO ALMEIDA,Rural Adjacente
290840,BA,CONCEIÇÃO DO COITÉ,Urbano
290860,BA,CONDE,Rural Adjacente
290870,BA,CONDEÚBA,Rural Adjacente
290880,BA,CONTENDAS DO SINCORÁ,Rural Adjacente
290890,BA,CORAÇÃO DE MARIA,Rural Adjacente
290900,BA,CORDEIROS,Rural Adjacente
290910,BA,CORIBE,Rural Remoto
290920,BA,CORONEL JOÃO SÁ,Rural Adjacente
290930,BA,CORRENTINA,Rural Adjacente
290940,BA,COTEGIPE,Rural Adjacente
290950,BA,CRAVOLÂNDIA,Rural Adjacente
290960,BA,CRISÓPOLIS,Rural Adjacente
290970,BA,CRISTÓPOLIS,Rural Adjacente
290980,BA,CRUZ DAS ALMAS,Urbano
290990,BA,CURAÇÁ,Rural Adjacente
291000,BA,DÁRIO MEIRA,Rural Adjacente
291005,BA,DIAS D'ÁVILA,Urbano
291010,BA,DOM BASÍLIO,Rural Adjacente
291020,BA,DOM MACEDO COSTA,Rural Adjacente
291030,BA,ELÍSIO MEDRADO,Rural Adjacente
291040,BA,ENCRUZILHADA,Intermediário Adjacente
291050,BA,ENTRE RIOS,Intermediário Adjacente
291060,BA,ESPLANADA,Intermediário Adjacente
291070,BA,EUCLIDES DA CUNHA,Rural Adjacente
291072,BA,EUNÁPOLIS,Urbano
291075,BA,FÁTIMA,Rural Adjacente
291077,BA,FEIRA DA MATA,Rural Remoto
291080,BA,FEIRA DE SANTANA,Urbano
291085,BA,FILADÉLFIA,Rural Adjacente
291090,BA,FIRMINO ALVES,Rural Adjacente
291100,BA,FLORESTA AZUL,Rural Adjacente
291110,BA,FORMOSA DO RIO PRETO,Intermediário Adjacente
291120,BA,GANDU,Urbano
291125,BA,GAVIÃO,Rural Adjacente
291130,BA,GENTIO DO OURO,Rural Adjacente
291140,BA,GLÓRIA,Rural Adjacente
291150,BA,GONGOGI,Rural Adjacente
291160,BA,GOVERNADOR MANGABEIRA,Urbano
291165,BA,GUAJERU,Rural Adjacente
291170,BA,GUANAMBI,Urbano
291180,BA,GUARATINGA,Rural Adjacente
291185,BA,HELIÓPOLIS,Rural Adjacente
291190,BA,IAÇU,Intermediário Adjacente
291200,BA,IBIASSUCÊ,Rural Adjacente
291210,BA,IBICARAÍ,Intermediário Adjacente
291230,BA,IBICUÍ,Rural Adjacente
291240,BA,IBIPEBA,Rural Adjacente
291250,BA,IBIPITANGA,Rural Remoto
291260,BA,IBIQUERA,Rural Adjacente
291270,BA,IBIRAPITANGA,Intermediário Adjacente
291280,BA,IBIRAPUÃ,Rural Adjacente
291290,BA,IBIRATAIA,Intermediário Adjacente
291300,BA,IBITIARA,Rural Remoto
291310,BA,IBITITÁ,Rural Adjacente
291320,BA,IBOTIRAMA,Intermediário Remoto
291330,BA,ICHU,Rural Adjacente
291340,BA,IGAPORÃ,Rural Adjacente
291345,BA,IGRAPIÚNA,Rural Adjacente
291350,BA,IGUAÍ,Intermediário Adjacente
291360,BA,ILHÉUS,Urbano
291370,BA,INHAMBUPE,Rural Adjacente
291380,BA,IPECAETÁ,Rural Adjacente
291390,BA,IPIAÚ,Urbano
291400,BA,IPIRÁ,Intermediário Adjacente
291410,BA,IPUPIARA,Rural Remoto
291420,BA,IRAJUBA,Rural Adjacente
291430,BA,IRAMAIA,Rural Adjacente
291440,BA,IRAQUARA,Rural Adjacente
291450,BA,IRARÁ,Rural Adjacente
291460,BA,IRECÊ,Urbano
291465,BA,ITABELA,Urbano
291470,BA,ITABERABA,Urbano
291480,BA,ITABUNA,Urbano
291490,BA,ITACARÉ,Rural Adjacente
291500,BA,ITAETÉ,Rural Adjacente
291510,BA,ITAGI,Intermediário Adjacente
291520,BA,ITAGIBÁ,Intermediário Adjacente
291530,BA,ITAGIMIRIM,Intermediário Adjacente
291535,BA,ITAGUAÇU DA BAHIA,Rural Adjacente
291540,BA,ITAJU DO COLÔNIA,Rural Adjacente
291550,BA,ITAJUÍPE,Intermediário Adjacente
291560,BA,ITAMARAJU,Urbano
291570,BA,ITAMARI,Intermediário Adjacente
291580,BA,ITAMBÉ,Urbano
291590,BA,ITANAGRA,Rural Adjacente
291600,BA,ITANHÉM,Intermediário Adjacente
291610,BA,ITAPARICA,Urbano
291620,BA,ITAPÉ,Rural Adjacente
291630,BA,ITAPEBI,Rural Adjacente
291650,BA,ITAPICURU,Rural Adjacente
291660,BA,ITAPITANGA,Intermediário Adjacente
291670,BA,ITAQUARA,Rural Adjacente
291680,BA,ITARANTIM,Urbano
291685,BA,ITATIM,Intermediário Adjacente
291690,BA,ITIRUÇU,Intermediário Adjacente
291700,BA,ITIÚBA,Rural Adjacente
291710,BA,ITORORÓ,Urbano
291720,BA,ITUAÇU,Rural Adjacente
291730,BA,ITUBERÁ,Intermediário Adjacente
291733,BA,IUIÚ,Rural Adjacente
291735,BA,JABORANDI,Rural Adjacente
291740,BA,JACARACI,Rural Adjacente
291750,BA,JACOBINA,Urbano
291760,BA,JAGUAQUARA,Urbano
291770,BA,JAGUARARI,Rural Adjacente
291780,BA,JAGUARIPE,Rural Adjacente
291790,BA,JANDAÍRA,Rural Adjacente
291800,BA,JEQUIÉ,Urbano
291810,BA,JEREMOABO,Rural Adjacente
291820,BA,JIQUIRIÇÁ,Rural Adjacente
291830,BA,JITAÚNA,Rural Adjacente
291835,BA,JOÃO DOURADO,Intermediário Adjacente
291840,BA,JUAZEIRO,Urbano
291845,BA,JUCURUÇU,Rural Adjacente
291850,BA,JUSSARA,Rural Adjacente
291855,BA,JUSSARI,Rural Adjacente
291860,BA,JUSSIAPE,Rural Adjacente
291870,BA,LAFAIETE COUTINHO,Rural Adjacente
291875,BA,LAGOA REAL,Rural Adjacente
291880,BA,LAJE,Rural Adjacente
291890,BA,LAJEDÃO,Rural Adjacente
291900,BA,LAJEDINHO,Rural Adjacente
291905,BA,LAJEDO DO TABOCAL,Rural Adjacente
291910,BA,LAMARÃO,Rural Adjacente
291915,BA,LAPÃO,Intermediário Adjacente
291920,BA,LAURO DE FREITAS,Urbano
291930,BA,LENÇÓIS,Rural Adjacente
291940,BA,LICÍNIO DE ALMEIDA,Rural Adjacente
291950,BA,LIVRAMENTO DE NOSSA SENHORA,Rural Adjacente
291955,BA,LUÍS EDUARDO MAGALHÃES,Urbano
291960,BA,MACAJUBA,Rural Adjacente
291970,BA,MACARANI,Urbano
291980,BA,MACAÚBAS,Rural Remoto
291992,BA,MADRE DE DEUS,Urbano
291995,BA,MAETINGA,Rural Adjacente
292000,BA,MAIQUINIQUE,Rural Adjacente
292010,BA,MAIRI,Rural Adjacente
292020,BA,MALHADA,Rural Adjacente
292030,BA,MALHADA DE PEDRAS,Rural Adjacente
292040,BA,MANOEL VITORINO,Rural Adjacente
292045,BA,MANSIDÃO,Rural Remoto
292050,BA,MARACÁS,Intermediário Adjacente
292060,BA,MARAGOGIPE,Intermediário Adjacente
292070,BA,MARAÚ,Rural Adjacente
292080,BA,MARCIONÍLIO SOUZA,Rural Adjacente
292090,BA,MASCOTE,Rural Adjacente
292100,BA,MATA DE SÃO JOÃO,Urbano
292105,BA,MATINA,Rural Adjacente
292110,BA,MEDEIROS NETO,Intermediário Adjacente
292120,BA,MIGUEL CALMON,Intermediário Adjacente
292130,BA,MILAGRES,Rural Adjacente
292140,BA,MIRANGABA,Rural Adjacente
292145,BA,MIRANTE,Rural Adjacente
292150,BA,MONTE SANTO,Rural Adjacente
292160,BA,MORPARÁ,Rural Remoto
292170,BA,MORRO DO CHAPÉU,Rural Adjacente
292180,BA,MORTUGABA,Rural Adjacente
292190,BA,MUCUGÊ,Rural Adjacente
292200,BA,MUCURI,Intermediário Adjacente
292205,BA,MULUNGU DO MORRO,Rural Adjacente
292210,BA,MUNDO NOVO,Rural Adjacente
292220,BA,MUNIZ FERREIRA,Rural Adjacente
292225,BA,MUQUÉM DE SÃO FRANCISCO,Rural Adjacente
292230,BA,MURITIBA,Urbano
292240,BA,MUTUÍPE,Rural Adjacente
292250,BA,NAZARÉ,Urbano
292260,BA,NILO PEÇANHA,Rural Adjacente
292265,BA,NORDESTINA,Rural Adjacente
292270,BA,NOVA CANAÃ,Rural Adjacente
292273,BA,NOVA FÁTIMA,Rural Adjacente
292275,BA,NOVA IBIÁ,Rural Adjacente
292280,BA,NOVA ITARANA,Rural Adjacente
292285,BA,NOVA REDENÇÃO,Rural Adjacente
292290,BA,NOVA SOURE,Rural Adjacente
292300,BA,NOVA VIÇOSA,Urbano
292303,BA,NOVO HORIZONTE,Rural Remoto
292305,BA,NOVO TRIUNFO,Rural Adjacente
292320,BA,OLIVEIRA DOS BREJINHOS,Rural Remoto
292330,BA,OURIÇANGAS,Rural Adjacente
292335,BA,OUROLÂNDIA,Rural Adjacente
292340,BA,PALMAS DE MONTE ALTO,Rural Adjacente
292350,BA,PALMEIRAS,Rural Adjacente
292360,BA,PARAMIRIM,Rural Adjacente
292370,BA,PARATINGA,Rural Adjacente
292380,BA,PARIPIRANGA,Rural Adjacente
292390,BA,PAU BRASIL,Rural Adjacente
292400,BA,PAULO AFONSO,Urbano
292405,BA,PÉ DE SERRA,Rural Adjacente
292410,BA,PEDRÃO,Rural Adjacente
292420,BA,PEDRO ALEXANDRE,Rural Adjacente
292430,BA,PIATÃ,Rural Remoto
292440,BA,PILÃO ARCADO,Rural Remoto
292450,BA,PINDAÍ,Rural Adjacente
292460,BA,PINDOBAÇU,Intermediário Adjacente
292465,BA,PINTADAS,Rural Adjacente
292467,BA,PIRAÍ DO NORTE,Rural Adjacente
292470,BA,PIRIPÁ,Rural Adjacente
292480,BA,PIRITIBA,Intermediário Adjacente
292490,BA,PLANALTINO,Rural Adjacente
292500,BA,PLANALTO,Rural Adjacente
292510,BA,POÇÕES,Urbano
292520,BA,POJUCA,Urbano
292525,BA,PONTO NOVO,Rural Adjacente
292530,BA,PORTO SEGURO,Urbano
292540,BA,POTIRAGUÁ,Rural Adjacente
292550,BA,PRADO,Rural Adjacente
292560,BA,PRESIDENTE DUTRA,Rural Adjacente
292570,BA,PRESIDENTE JÂNIO QUADROS,Rural Adjacente
292575,BA,PRESIDENTE TANCREDO NEVES,Rural Adjacente
292580,BA,QUEIMADAS,Rural Adjacente
292590,BA,QUIJINGUE,Rural Adjacente
292593,BA,QUIXABEIRA,Rural Adjacente
292595,BA,RAFAEL JAMBEIRO,Rural Adjacente
292600,BA,REMANSO,Intermediário Adjacente
292610,BA,RETIROLÂNDIA,Rural Adjacente
292620,BA,RIACHÃO DAS NEVES,Rural Adjacente
292630,BA,RIACHÃO DO JACUÍPE,Intermediário Adjacente
292640,BA,RIACHO DE SANTANA,Rural Adjacente
292650,BA,RIBEIRA DO AMPARO,Rural Adjacente
292660,BA,RIBEIRA DO POMBAL,Urbano
292665,BA,RIBEIRÃO DO LARGO,Rural Adjacente
292680,BA,RIO DO ANTÔNIO,Rural Adjacente
292690,BA,RIO DO PIRES,Rural Remoto
292700,BA,RIO REAL,Intermediário Adjacente
292710,BA,RODELAS,Intermediário Adjacente
292720,BA,RUY BARBOSA,Intermediário Adjacente
292730,BA,SALINAS DA MARGARIDA,Rural Adjacente
292740,BA,SALVADOR,Urbano
292750,BA,SANTA BÁRBARA,Rural Adjacente
292760,BA,SANTA BRÍGIDA,Rural Adjacente
292770,BA,SANTA CRUZ CABRÁLIA,Intermediário Adjacente
292780,BA,SANTA CRUZ DA VITÓRIA,Intermediário Adjacente
292790,BA,SANTA INÊS,Intermediário Adjacente
292800,BA,SANTALUZ,Intermediário Adjacente
292805,BA,SANTA LUZIA,Rural Adjacente
292810,BA,SANTA MARIA DA VITÓRIA,Urbano
292820,BA,SANTANA,Rural Adjacente
292830,BA,SANTANÓPOLIS,Rural Adjacente
292840,BA,SANTA RITA DE CÁSSIA,Intermediário Adjacente
292850,BA,SANTA TERESINHA,Rural Adjacente
292860,BA,SANTO AMARO,Urbano
292870,BA,SANTO ANTÔNIO DE JESUS,Urbano
292880,BA,SANTO ESTÊVÃO,Intermediário Adjacente
292890,BA,SÃO DESIDÉRIO,Rural Adjacente
292895,BA,SÃO DOMINGOS,Rural Adjacente
292900,BA,SÃO FÉLIX,Urbano
292905,BA,SÃO FÉLIX DO CORIBE,Urbano
292910,BA,SÃO FELIPE,Rural Adjacente
292920,BA,SÃO FRANCISCO DO CONDE,Urbano
292925,BA,SÃO GABRIEL,Rural Adjacente
292930,BA,SÃO GONÇALO DOS CAMPOS,Intermediário Adjacente
292935,BA,SÃO JOSÉ DA VITÓRIA,Rural Adjacente
292937,BA,SÃO JOSÉ DO JACUÍPE,Rural Adjacente
292940,BA,SÃO MIGUEL DAS MATAS,Rural Adjacente
292950,BA,SÃO SEBASTIÃO DO PASSÉ,Urbano
292960,BA,SAPEAÇU,Rural Adjacente
292970,BA,SÁTIRO DIAS,Rural Adjacente
292975,BA,SAUBARA,Rural Adjacente
292980,BA,SAÚDE,Rural Adjacente
292990,BA,SEABRA,Rural Adjacente
293000,BA,SEBASTIÃO LARANJEIRAS,Rural Adjacente
293010,BA,SENHOR DO BONFIM,Urbano
293015,BA,SERRA DO RAMALHO,Rural Adjacente
293020,BA,SENTO SÉ,Rural Adjacente
293030,BA,SERRA DOURADA,Rural Adjacente
293050,BA,SERRINHA,Urbano
293060,BA,SERROLÂNDIA,Rural Adjacente
293070,BA,SIMÕES FILHO,Urbano
293075,BA,SÍTIO DO MATO,Rural Adjacente
293076,BA,SÍTIO DO QUINTO,Rural Adjacente
293077,BA,SOBRADINHO,Urbano
293080,BA,SOUTO SOARES,Rural Adjacente
293090,BA,TABOCAS DO BREJO VELHO,Rural Adjacente
293100,BA,TANHAÇU,Rural Adjacente
293105,BA,TANQUE NOVO,Rural Adjacente
293110,BA,TANQUINHO,Rural Adjacente
293120,BA,TAPEROÁ,Rural Adjacente
293130,BA,TAPIRAMUTÁ,Intermediário Adjacente
293135,BA,TEIXEIRA DE FREITAS,Urbano
293140,BA,TEODORO SAMPAIO,Rural Adjacente
293150,BA,TEOFILÂNDIA,Rural Adjacente
293160,BA,TEOLÂNDIA,Rural Adjacente
293170,BA,TERRA NOVA,Rural Adjacente
293180,BA,TREMEDAL,Rural Adjacente
293190,BA,TUCANO,Rural Adjacente
293200,BA,UAUÁ,Rural Adjacente
293210,BA,UBAÍRA,Rural Adjacente
293220,BA,UBAITABA,Intermediário Adjacente
293230,BA,UBATÃ,Intermediário Adjacente
293240,BA,UIBAÍ,Rural Adjacente
293245,BA,UMBURANAS,Rural Adjacente
293250,BA,UNA,Rural Adjacente
293260,BA,URANDI,Rural Adjacente
293270,BA,URUÇUCA,Intermediário Adjacente
293280,BA,UTINGA,Intermediário Adjacente
293290,BA,VALENÇA,Urbano
293300,BA,VALENTE,Intermediário Adjacente
293305,BA,VÁRZEA DA ROÇA,Rural Adjacente
293310,BA,VÁRZEA DO POÇO,Rural Adjacente
293315,BA,VÁRZEA NOVA,Rural Adjacente
293317,BA,VARZEDO,Rural Adjacente
293320,BA,VERA CRUZ,Urbano
293325,BA,VEREDA,Rural Adjacente
293330,BA,VITÓRIA DA CONQUISTA,Urbano
293340,BA,WAGNER,Rural Adjacente
293345,BA,WANDERLEY,Rural Adjacente
293350,BA,WENCESLAU GUIMARÃES,Rural Adjacente
293360,BA,XIQUE-XIQUE,Urbano
310010,MG,ABADIA DOS DOURADOS,Rural Adjacente
310030,MG,ABRE CAMPO,Rural Adjacente
310040,MG,ACAIACA,Rural Adjacente
310050,MG,AÇUCENA,Rural Adjacente
310060,MG,ÁGUA BOA,Rural Adjacente
310070,MG,ÁGUA COMPRIDA,Rural Adjacente
310080,MG,AGUANIL,Rural Adjacente
310090,MG,ÁGUAS FORMOSAS,Intermediário Adjacente
310100,MG,ÁGUAS VERMELHAS,Rural Adjacente
310110,MG,AIMORÉS,Intermediário Adjacente
310120,MG,AIURUOCA,Rural Adjacente
310130,MG,ALAGOA,Rural Adjacente
310140,MG,ALBERTINA,Rural Adjacente
310150,MG,ALÉM PARAÍBA,Urbano
310160,MG,ALFENAS,Urbano
310163,MG,ALFREDO VASCONCELOS,Urbano
310170,MG,ALMENARA,Urbano
310180,MG,ALPERCATA,Rural Adjacente
310190,MG,ALPINÓPOLIS,Urbano
310200,MG,ALTEROSA,Rural Adjacente
310205,MG,ALTO CAPARAÓ,Rural Adjacente
310210,MG,ALTO RIO DOCE,Rural Adjacente
310220,MG,ALVARENGA,Rural Adjacente
310230,MG,ALVINÓPOLIS,Rural Adjacente
310240,MG,ALVORADA DE MINAS,Rural Adjacente
310250,MG,AMPARO DO SERRA,Rural Adjacente
310260,MG,ANDRADAS,Urbano
310270,MG,CACHOEIRA DE PAJEÚ,Rural Adjacente
310280,MG,ANDRELÂNDIA,Intermediário Adjacente
310285,MG,ANGELÂNDIA,Rural Adjacente
310290,MG,ANTÔNIO CARLOS,Urbano
310300,MG,ANTÔNIO DIAS,Rural Adjacente
310310,MG,ANTÔNIO PRADO DE MINAS,Rural Adjacente
310320,MG,ARAÇAÍ,Rural Adjacente
310330,MG,ARACITABA,Rural Adjacente
310340,MG,ARAÇUAÍ,Intermediário Adjacente
310350,MG,ARAGUARI,Urbano
310360,MG,ARANTINA,Rural Adjacente
310370,MG,ARAPONGA,Rural Adjacente
310375,MG,ARAPORÃ,Urbano
310380,MG,ARAPUÁ,Rural Adjacente
310390,MG,ARAÚJOS,Intermediário Adjacente
310400,MG,ARAXÁ,Urbano
310410,MG,ARCEBURGO,Intermediário Adjacente
310420,MG,ARCOS,Urbano
310440,MG,ARGIRITA,Rural Adjacente
310445,MG,ARICANDUVA,Rural Adjacente
310450,MG,ARINOS,Rural Adjacente
310460,MG,ASTOLFO DUTRA,Rural Adjacente
310470,MG,ATALÉIA,Rural Adjacente
310480,MG,AUGUSTO DE LIMA,Rural Adjacente
310490,MG,BAEPENDI,Urbano
310500,MG,BALDIM,Rural Adjacente
310510,MG,BAMBUÍ,Urbano
310520,MG,BANDEIRA,Rural Adjacente
310530,MG,BANDEIRA DO SUL,Intermediário Adjacente
310540,MG,BARÃO DE COCAIS,Urbano
310550,MG,BARÃO DE MONTE ALTO,Rural Adjacente
310560,MG,BARBACENA,Urbano
310570,MG,BARRA LONGA,Rural Adjacente
310590,MG,BARROSO,Urbano
310600,MG,BELA VISTA DE MINAS,Urbano
310610,MG,BELMIRO BRAGA,Rural Adjacente
310620,MG,BELO HORIZONTE,Urbano
310630,MG,BELO ORIENTE,Urbano
310640,MG,BELO VALE,Rural Adjacente
310650,MG,BERILO,Rural Remoto
310660,MG,BERTÓPOLIS,Rural Adjacente
310665,MG,BERIZAL,Rural Adjacente
310670,MG,BETIM,Urbano
310680,MG,BIAS FORTES,Rural Adjacente
310690,MG,BICAS,Urbano
310700,MG,BIQUINHAS,Rural Adjacente
310710,MG,BOA ESPERANÇA,Urbano
310720,MG,BOCAINA DE MINAS,Rural Adjacente
310730,MG,BOCAIÚVA,Urbano
310740,MG,BOM DESPACHO,Urbano
310750,MG,BOM JARDIM DE MINAS,Intermediário Adjacente
310760,MG,BOM JESUS DA PENHA,Rural Adjacente
310770,MG,BOM JESUS DO AMPARO,Rural Adjacente
310780,MG,BOM JESUS DO GALHO,Rural Adjacente
310790,MG,BOM REPOUSO,Rural Adjacente
310800,MG,BOM SUCESSO,Urbano
310810,MG,BONFIM,Rural Adjacente
310820,MG,BONFINÓPOLIS DE MINAS,Rural Adjacente
310825,MG,BONITO DE MINAS,Rural Remoto
310830,MG,BORDA DA MATA,Intermediário Adjacente
310840,MG,BOTELHOS,Rural Adjacente
310850,MG,BOTUMIRIM,Rural Adjacente
310860,MG,BRASÍLIA DE MINAS,Intermediário Adjacente
310870,MG,BRÁS PIRES,Rural Adjacente
310880,MG,BRAÚNAS,Rural Adjacente
310890,MG,BRAZÓPOLIS,Rural Adjacente
310900,MG,BRUMADINHO,Urbano
310910,MG,BUENO BRANDÃO,Rural Adjacente
310920,MG,BUENÓPOLIS,Rural Adjacente
310925,MG,BUGRE,Urbano
310930,MG,BURITIS,Intermediário Adjacente
310940,MG,BURITIZEIRO,Urbano
310945,MG,CABECEIRA GRANDE,Rural Adjacente
310950,MG,CABO VERDE,Rural Adjacente
310960,MG,CACHOEIRA DA PRATA,Rural Adjacente
310970,MG,CACHOEIRA DE MINAS,Rural Adjacente
310980,MG,CACHOEIRA DOURADA,Rural Adjacente
310990,MG,CAETANÓPOLIS,Urbano
311000,MG,CAETÉ,Urbano
311010,MG,CAIANA,Rural Adjacente
311020,MG,CAJURI,Rural Adjacente
311030,MG,CALDAS,Rural Adjacente
311040,MG,CAMACHO,Rural Adjacente
311050,MG,CAMANDUCAIA,Intermediário Adjacente
311060,MG,CAMBUÍ,Intermediário Adjacente
311070,MG,CAMBUQUIRA,Rural Adjacente
311080,MG,CAMPANÁRIO,Rural Adjacente
311090,MG,CAMPANHA,Intermediário Adjacente
311100,MG,CAMPESTRE,Intermediário Adjacente
311110,MG,CAMPINA VERDE,Intermediário Adjacente
311115,MG,CAMPO AZUL,Rural Adjacente
311120,MG,CAMPO BELO,Urbano
311130,MG,CAMPO DO MEIO,Intermediário Adjacente
311140,MG,CAMPO FLORIDO,Rural Adjacente
311150,MG,CAMPOS ALTOS,Urbano
311160,MG,CAMPOS GERAIS,Intermediário Adjacente
311170,MG,CANAÃ,Rural Adjacente
311180,MG,CANÁPOLIS,Urbano
311190,MG,CANA VERDE,Rural Adjacente
311200,MG,CANDEIAS,Rural Adjacente
311205,MG,CANTAGALO,Rural Adjacente
311210,MG,CAPARAÓ,Rural Adjacente
311220,MG,CAPELA NOVA,Rural Adjacente
311230,MG,CAPELINHA,Intermediário Adjacente
311240,MG,CAPETINGA,Rural Adjacente
311250,MG,CAPIM BRANCO,Urbano
311265,MG,CAPITÃO ANDRADE,Rural Adjacente
311270,MG,CAPITÃO ENÉAS,Rural Adjacente
311280,MG,CAPITÓLIO,Rural Adjacente
311290,MG,CAPUTIRA,Rural Adjacente
311300,MG,CARAÍ,Rural Adjacente
311310,MG,CARANAÍBA,Rural Adjacente
311320,MG,CARANDAÍ,Intermediário Adjacente
311330,MG,CARANGOLA,Intermediário Adjacente
311340,MG,CARATINGA,Urbano
311350,MG,CARBONITA,Rural Adjacente
311360,MG,CAREAÇU,Rural Adjacente
311370,MG,CARLOS CHAGAS,Intermediário Adjacente
311380,MG,CARMÉSIA,Rural Adjacente
311390,MG,CARMO DA CACHOEIRA,Rural Adjacente
311400,MG,CARMO DA MATA,Rural Adjacente
311410,MG,CARMO DE MINAS,Rural Adjacente
311420,MG,CARMO DO CAJURU,Intermediário Adjacente
311430,MG,CARMO DO PARANAÍBA,Urbano
311440,MG,CARMO DO RIO CLARO,Intermediário Adjacente
311450,MG,CARMÓPOLIS DE MINAS,Intermediário Adjacente
311455,MG,CARNEIRINHO,Rural Remoto
311460,MG,CARRANCAS,Rural Adjacente
311470,MG,CARVALHÓPOLIS,Rural Adjacente
311480,MG,CARVALHOS,Rural Adjacente
311490,MG,CASA GRANDE,Rural Adjacente
311500,MG,CASCALHO RICO,Rural Adjacente
311510,MG,CÁSSIA,Urbano
311520,MG,CONCEIÇÃO DA BARRA DE MINAS,Rural Adjacente
311530,MG,CATAGUASES,Urbano
311535,MG,CATAS ALTAS,Rural Adjacente
311540,MG,CATAS ALTAS DA NORUEGA,Rural Adjacente
311545,MG,CATUJI,Rural Adjacente
311547,MG,CATUTI,Rural Adjacente
311550,MG,CAXAMBU,Urbano
311560,MG,CEDRO DO ABAETÉ,Rural Adjacente
311570,MG,CENTRAL DE MINAS,Rural Adjacente
311580,MG,CENTRALINA,Intermediário Adjacente
311590,MG,CHÁCARA,Urbano
311600,MG,CHALÉ,Rural Adjacente
311610,MG,CHAPADA DO NORTE,Rural Adjacente
311615,MG,CHAPADA GAÚCHA,Rural Adjacente
311620,MG,CHIADOR,Urbano
311630,MG,CIPOTÂNEA,Rural Adjacente
311640,MG,CLARAVAL,Urbano
311660,MG,CLÁUDIO,Urbano
311670,MG,COIMBRA,Rural Adjacente
311680,MG,COLUNA,Rural Adjacente
311690,MG,COMENDADOR GOMES,Rural Adjacente
311700,MG,COMERCINHO,Rural Remoto
311710,MG,CONCEIÇÃO DA APARECIDA,Rural Adjacente
311720,MG,CONCEIÇÃO DAS PEDRAS,Rural Adjacente
311730,MG,CONCEIÇÃO DAS ALAGOAS,Urbano
311740,MG,CONCEIÇÃO DE IPANEMA,Rural Adjacente
311750,MG,CONCEIÇÃO DO MATO DENTRO,Rural Adjacente
311760,MG,CONCEIÇÃO DO PARÁ,Rural Adjacente
311770,MG,CONCEIÇÃO DO RIO VERDE,Urbano
311780,MG,CONCEIÇÃO DOS OUROS,Intermediário Adjacente
311783,MG,CÔNEGO MARINHO,Rural Remoto
311787,MG,CONFINS,Urbano
311790,MG,CONGONHAL,Intermediário Adjacente
311800,MG,CONGONHAS,Urbano
311810,MG,CONGONHAS DO NORTE,Rural Adjacente
311820,MG,CONQUISTA,Rural Adjacente
311830,MG,CONSELHEIRO LAFAIETE,Urbano
311840,MG,CONSELHEIRO PENA,Intermediário Adjacente
311850,MG,CONSOLAÇÃO,Rural Adjacente
311860,MG,CONTAGEM,Urbano
311870,MG,COQUEIRAL,Rural Adjacente
311880,MG,CORAÇÃO DE JESUS,Rural Adjacente
311890,MG,CORDISBURGO,Rural Adjacente
311900,MG,CORDISLÂNDIA,Rural Adjacente
311910,MG,CORINTO,Urbano
311920,MG,COROACI,Rural Adjacente
311930,MG,COROMANDEL,Intermediário Adjacente
311940,MG,CORONEL FABRICIANO,Urbano
311950,MG,CORONEL MURTA,Rural Remoto
311960,MG,CORONEL PACHECO,Rural Adjacente
311970,MG,CORONEL XAVIER CHAVES,Urbano
311980,MG,CÓRREGO DANTA,Rural Adjacente
311990,MG,CÓRREGO DO BOM JESUS,Intermediário Adjacente
311995,MG,CÓRREGO FUNDO,Rural Adjacente
312000,MG,CÓRREGO NOVO,Rural Adjacente
312010,MG,COUTO DE MAGALHÃES DE MINAS,Rural Adjacente
312015,MG,CRISÓLITA,Rural Adjacente
312020,MG,CRISTAIS,Intermediário Adjacente
312030,MG,CRISTÁLIA,Rural Adjacente
312040,MG,CRISTIANO OTONI,Rural Adjacente
312050,MG,CRISTINA,Rural Adjacente
312070,MG,CRUZEIRO DA FORTALEZA,Rural Adjacente
312080,MG,CRUZÍLIA,Urbano
312083,MG,CUPARAQUE,Rural Adjacente
312087,MG,CURRAL DE DENTRO,Rural Adjacente
312090,MG,CURVELO,Urbano
312100,MG,DATAS,Rural Adjacente
312110,MG,DELFIM MOREIRA,Rural Adjacente
312120,MG,DELFINÓPOLIS,Rural Adjacente
312125,MG,DELTA,Intermediário Adjacente
312130,MG,DESCOBERTO,Intermediário Adjacente
312140,MG,DESTERRO DE ENTRE RIOS,Rural Adjacente
312150,MG,DESTERRO DO MELO,Rural Adjacente
312160,MG,DIAMANTINA,Urbano
312170,MG,DIOGO DE VASCONCELOS,Rural Adjacente
312180,MG,DIONÍSIO,Rural Adjacente
312190,MG,DIVINÉSIA,Rural Adjacente
312200,MG,DIVINO,Rural Adjacente
312210,MG,DIVINO DAS LARANJEIRAS,Rural Adjacente
312220,MG,DIVINOLÂNDIA DE MINAS,Rural Adjacente
312230,MG,DIVINÓPOLIS,Urbano
312235,MG,DIVISA ALEGRE,Intermediário Adjacente
